Movie_Name_EN,Movie_Name_CN,Date,Star,Comment,Like,Sentiment_Score
Train to Busan,釜山行,2016-09-12,4, 明知山有釜，偏向釜山行。听名字像福建人拍的。,13771,0.2244697835857998
Train to Busan,釜山行,2016-09-10,5, 一切灾难皆人性，唉，最后那一枪要是开了，就是神作了。,8903,1.6823577889564798
Train to Busan,釜山行,2016-08-11,4, 妈呀韩国这丧尸片一来就全民皆丧而且个个跑得飞快！套路齐全、概念明确的商业电影，有阴谋有人性有牺牲，最后剩谁一目了然。看别人都从好莱坞毕业了我们还在比妖塔盗墓谁更烂，我心塞...,8120,-3.5875217815800204
Train to Busan,釜山行,2016-08-21,5, 这部片子里的孕妇和甄嬛传里的孕妇战斗力不是一个次元的,6670,2.9722747825286895
Train to Busan,釜山行,2016-08-19,4, 翻遍全中国就连一个看着像孔侑这么舒服的男演员都找不出来,5321,-2.6028485167733004
Train to Busan,釜山行,2016-08-01,5, 丧尸再也不是西方的专利了！韩国影人再一次向世人证明了他们非凡的叙事能力和精巧的借鉴本事。没有好莱坞式拯救人类的大英雄主义，多了的是人性的反思与情感的刻画。无论怎么看，这部电影都是亚洲影界的头一遭，五星鼓励！,4650,19.849855949061084
Train to Busan,釜山行,2016-07-29,5, 拍的不错 现在要以好莱坞标准看待韩国电影了 有的人为了黑韩国电影 把明明好看的韩国电影 打成一分差评 真叫人恶心 好电影就是好电影 不要带有色眼光,3634,10.754093542103002
Train to Busan,釜山行,2016-09-12,5, 好过美国的《僵尸世界大战》，韩国在丧尸类型片的开拓一出手就登峰造极，个别桥段快准狠到了心骨眼！最后孕妇和小女孩穿过隧道如果遇到河正宇，那这片就真的是神作了！＝。＝,2262,8.443947786244703
Train to Busan,釜山行,2016-08-02,5, 目前亚洲商业片的最高水准 看完之后对国产电影充满了愤怒。,1901,1.6049173023653005
Train to Busan,釜山行,2016-07-25,3, 僵尸进攻的部分比较过瘾，火车拖着一尾巴僵尸的部分视觉效果很有趣；人文部分十分韩剧，社会讽刺过于直接而显得无趣了，男主那洗衣液CF般的闪回、洗手间哭泣都太cheesy，其实马东锡才是英雄，只是被塑造得不壮烈罢了；镜头感、节奏感so so，演员们演得不够害怕，有的部分特别明显。拜托，是僵尸也！,1801,7.002222487049203
Train to Busan,釜山行,2016-08-31,3, 套路很深，下料很重！据说这部电影耗资100亿韩元，其中90亿用于几百名群演的霹雳舞教学费用。哦，对了，还要唱好歌，关键时候保命就靠他了。,1710,8.140786786259502
Train to Busan,釜山行,2016-09-10,5, 大叔真屌，不过这个故事怎么看都是一个贱人害死一堆好人，让人生气,1796,-4.7103510992777
Train to Busan,釜山行,2016-08-21,4, 这绝壁是散户在电影史上被黑得最厉害的一次……万恶的基金经理在收割韭菜后依然成了英雄……,1416,-5.2104895778759985
Train to Busan,釜山行,2016-05-14,1, 对不起我实在是无法忍受这部电影，看了半个小时愤然离场。没看完就说有可能偏颇，看完全片的朋友可以来指正。但我完全不能理解戛纳为什么会选这样一部毫无原创性的，完成度还不如美剧行尸走肉的僵尸片，即便不是主竞赛，也不能理解。戛纳是堕落了还是怎样了？！,1427,-8.846598513452397
Train to Busan,釜山行,2016-08-20,5, 同在亞洲，差距好大，越看越沮喪。,1307,-2.9975941060236995
Train to Busan,釜山行,2016-05-14,2, 韩国丧尸跑得好快！,1265,3.0319720645679005
Train to Busan,釜山行,2016-09-11,3, 爸爸知道自己感染快不行了，最后时刻回忆起女儿出生时的情景，笑着从车尾掉下去。这一段还是比较感人的。但影片整体不算精彩，且韩国电影特容易出现的人物发愣、呆滞的节奏，此片也不断出现，言情剧出现这个还能理解，但你这是丧尸片啊，人物的表情停顿时间过长很影响观感,1340,5.910702314600383
Train to Busan,釜山行,2016-08-25,4, 这片最大的bug难道不是即使过隧道列车里面也有灯啊？,1355,-5.5484948378391
Train to Busan,釜山行,2016-07-27,1, 韩国人永远都只知道剽窃，但却连生搬硬套都搞不好！国人对韩国电影的高估什么时候才能结束？,1028,-5.149400155214201
Train to Busan,釜山行,2016-05-15,3, 比预想的好，《僵尸世界大战》的僵尸模式，虽然不可避免的出现了很多套路与恶意煽情的东西，但是，惊悚的氛围把握还是挺准确的,860,9.276434902954001
Train to Busan,釜山行,2016-09-12,2, 有这么好看？可是全程看完无燃点，bug还多到不行。若说是讲人性，感觉演员的表演痕迹都好重，情绪渲染也不到位，始终没能看进去...小演员灵气不足，最后哭着唱歌的样子也是丑到我了,965,-7.9370093235289385
Train to Busan,釜山行,2016-09-12,4, 气死我了，你们为什么不等天黑再出来?为什么?!?!?!,1053,-0.2112617176586996
Train to Busan,釜山行,2016-09-12,4, 拍类型片这事，韩国甩出天朝几条街，人家已经是好莱坞一流的水准了，虽然各种元素用的很主流，但这就是个主流的商业大片，而且韩国人的催泪绝对是纯正的韩国特色，而且还保留了韩国电影的日常各种黑，算是部纯正的韩国味儿的好莱坞大片。,566,22.8163976432582
Train to Busan,釜山行,2016-09-12,4, 联系几个前作，感觉导演是深深的厌恶人类啊。毕竟某些人类要是面目可憎起来，真的比丧尸恐怖太多了。《釜山行》一直表现平凡英雄，有始有终。没有全开主角光环，没有太bug的战斗力，合理保存了妇孺、亲情与歌声。第一枚丧女、坦克大叔、空降丧尸、高速丧尸车祸、挂满丧尸的火车头都十分出彩。,560,3.5716838997808535
Train to Busan,釜山行,2016-07-22,4, 最喜欢老奶奶这一人物设置 以及爸爸从火车跳下那个画面,686,5.221889305125301
Train to Busan,釜山行,2016-09-12,4, 那个小女孩上了车，电影开场了那么久，我才看出来，她是个女孩！那她爸爸年年给她买什么Wii🙄,544,-1.7384892713471
Train to Busan,釜山行,2016-09-15,5, 这部电影教育我们：①随手关门是个好习惯；②多走楼梯，强身健体，少走电动手扶梯；③男人还是有肌肉的好；④害怕的时候就唱首歌，会有意外惊喜；⑤除了《权力的游戏》没哪个导演编剧敢对孕妇下手……虽说是僵尸片，讲的却是人性。心疼叠罗汉的群众演员！,620,18.6434955214187
Train to Busan,釜山行,2016-09-12,3, 这是丧尸片，不是僵尸片。丧尸与僵尸最大的区别在于，丧尸是活人变的，僵尸的死人变的。人与丧尸僵尸最大的区别在于，人有坏心眼。,479,1.3847739430343005
Train to Busan,釜山行,2016-09-12,5, 《上海行》，G101次列车，北京开往上海，中途被要求在徐州下车。今年要上的那部抄韩国片的《美好的意外》，陈坤、桂纶镁、王景春，搬过来演三个主角刚好。棒球小伙找李现，棒球改成篮球，小女朋友就来个吴倩吧。会演戏的小孩想不出来，改成少女，张子枫。好了不做梦了，睡觉。,472,10.799121228001097
Train to Busan,釜山行,2016-05-14,4, 刚刚在戛纳电影节看了首映，见到了导演本人以及主创团队，聊了一句:很不错的商业电影。,415,15.721999900724702
Train to Busan,釜山行,2016-08-08,2, 曾经也很希望亚洲有自己的丧尸片，但看完就打消了这个念头。首先，亚洲人不适合演丧尸，再多的血浆和再扭曲的五官也拯救不了天生扁平的面孔；其次，起因跟尖端科技挂钩的好莱坞式灾难在亚洲国家发生，到今天都依然很欠缺说服力，现实认识无法支撑这种想象力。最后，这是一部无比俗套的韩式温情片。,346,10.019374617479759
Train to Busan,釜山行,2016-08-22,4, 过瘾。节奏快，人设饱满。尽管依旧是千篇一律的西方丧尸电影模式，但韩国这次的尝试还是蛮成功的，群尸场面能媲美《僵尸世界大战》，行动与感染速度赶得上《惊变28周》，每段丧尸追逐戏都能看得手心出汗。当然核心还是人性刻画与反思，有几处煽情的地方都把我旁边的观众煽哭了。,365,28.48969902297346
Train to Busan,釜山行,2016-09-12,3, 好想叫孔侑爸爸，天天给他Kou，最后被他艹哭....#全程都在想小女孩怎么还不死，丧尸们的舞蹈功底还挺深厚，另外，说这片比「僵尸世界大战」好看的人请立刻去世#,3,-2.8891896184179187
Train to Busan,釜山行,2016-09-12,4, “你不好好读书，长大就会变成他这样。”——大反派的台词我竟然也说过。如果最后一枪开了，我给五星。＃我果然就是大反派＃,350,7.46150927165648
Train to Busan,釜山行,2016-09-11,3, 孕妇体力max,344,-0.48954763138077995
Train to Busan,釜山行,2016-09-12,4, 该导演的第一部真人电影，算上鼓励分得有4星半了。叙事和技术做的很成熟。（我觉得中国电影要承认差距，但不认同某些人说的什么甩几条街……看看韩国导演来中国拍的那叫什么啊……技术和决心都有，无奈审查坑爹）,308,-0.4425623641222005
Train to Busan,釜山行,2016-09-01,4, 继公路片之后，韩国开创了铁路片。ps 天下无贼真不差。,275,6.189432151561701
Train to Busan,釜山行,2016-09-13,5, 霓虹有寄生兽，棒子有釜山行，我大天朝有什么呢？床下有鬼之床下又有鬼。,314,-9.24668238791177
Train to Busan,釜山行,2016-09-12,3, 都是套路，这个故事告诉我们要养成随手关门的好习惯。,282,0.05795156154470052
Train to Busan,釜山行,2016-09-13,4, 只觉得郑有美好美啊,250,1.956072082586
Train to Busan,釜山行,2016-08-27,5, 从业者心情复杂加一星。作为商业片真是无可挑剔，气氛、节奏、场面、人性深度，要啥有啥，完全可以看齐好莱坞顶级制作。啥，你问中国电影？中国电影已经哭晕在厕所。,210,-3.7628165467132
Train to Busan,釜山行,2016-08-19,4, 丧尸和密闭空间，这两个元素加起来，只要剧本和执行不坑，爆米花的基本好看就有了。就可惜在“智取”这一点上想法少，武器设定也有限，一路各种扛丧尸有点重复单调，花样不够翻新。人物也好坏得太分明了，孕妇小孩老人过于标配。其实吧，最后要让那个人渣活下来才是正确的打开方式。,228,4.315933980147303
Train to Busan,釜山行,2016-08-06,5, 很多精心设计的拍摄技巧和剪辑技巧（好几处利用画面和声音的相似性剪辑），看片时一度产生了可以拉片的感觉，这是人家的商业大片啊，已经够国产文艺片导演喝几壶了,199,7.424109812755404
Train to Busan,釜山行,2016-07-24,5, 正巧赶上第100个评论~ 被导演的镜头吓死也被感动到不行 唯一要抱怨的是影片最后戛然而止影院灯光亮起得太快 狼狈的我拿着纸巾哭得正伤心 实在不能再囧赶紧收起情绪。。,203,-8.17844086761342
Train to Busan,釜山行,2016-09-12,5, “你留在这里比较安全。”“不要，这里更吓人。”最简单的对话，把人性的丑恶显露无疑。比起僵尸，更可怕的是那些看着他们活生生放任死去的人类。大叔是阳面，那西装男就是阴面。为大叔、乞丐和爸爸泪目…,245,1.3396166888656005
Train to Busan,釜山行,2016-09-11,1, 韩版卡桑德拉大桥。僵尸姿势特写形似走秀MV，主角光环和硬智商依然让人担忧，瞎子尸团冲过来一条门帘不就逃出生天了？所有的死梗都是不关门，他妈的随手关个门能累死丫吗。就这还强行煽情，感情看个韩国片不流泪都不好意思了。经典的惊变系列才不过七分而已，这个明显偏太高，一星！,183,-9.665698762812502
Train to Busan,釜山行,2016-07-30,4, 3.5 很套路但是很好看，韩国人还是太会抓观众情绪了，末日气氛渲染到位。明明是个僵尸片，但大叔死死抵住门那段我的眼泪掉得简直不经过脸直接往大腿上砸……虽然结尾就煽太过了。好人都因为善意和牵挂死了，恶人却能活的长久，其实是这样的啊。,175,-11.9612386462927
Train to Busan,釜山行,2016-09-11,4, 1.这就好像在一列16节的高铁里面，连续进行了好几场百米冲刺比赛一样，每一段煽情戏码就是比赛间隔的休息喝口水；2.韩国的灾难片的掌控能力也确实驾轻就熟了；3.几乎所有角色都处理得很好，连群演丧尸也是；4.喜欢马东锡夫妇、中学生小两口之间的煽情段落，很美！5.年度台词：这里更危险。,187,27.427935274692796
Train to Busan,釜山行,2016-07-30,3, 我近两年貌似对这类片子愈加宽容了，因为亲身体会到拍片的不易，知道哪些片可以投机取巧，哪些片只能迎难而上。这片就属于难度较高的类型片，尽管在节奏把握上还有点假，但整体完成度甚至要好过《哭声》。在一个列车空间中，韩国可以拍出《釜山行》与《雪国列车》，而天朝却只能拍出《天下无贼》。,153,25.863996930856707
Train to Busan,釜山行,2016-09-20,5, 你以为丧尸在韩国？你以为丧尸在高铁？你错了。它们成千上万，就在你我身边。他们的名字叫喷子。无脑，恶毒，见人就咬，人云亦云，随波逐流。而被咬的人，心生戾气，也开始调转方向，去咬新的人。于是，整国上下，丧尸横行，鲜血淋漓……而乔任梁以及乔任梁们，因为被架在高位，无法还嘴，抑郁自杀……,177,-24.76461250403399
Train to Busan,釜山行,2016-09-11,3, 哭声的女孩又来丑人了。。。学生妹也有点丑。。。,138,-4.1221760119221
Train to Busan,釜山行,2016-09-13,3, 有的人救人是本能、有的人害人是本能，有的人救人是事件教育＋自我反省，有的人救人or害人，是导演说了算。人物总在该拿主意、有行动的时候发呆、磨时间，看得直捉鸡。别太埋汰好莱坞，好莱坞可不会这样拖戏毁节奏，还是韩剧特色。男主全程智商飘忽演技不在线，小女孩该跑时不跑、不该跑乱跑，略烦人。,128,-7.8034074046853
Train to Busan,釜山行,2016-09-12,2, 1.逻辑性巨差的片子，给8+有些过誉。2.逻辑不通谈何人性。3.务实主义可以确保人类生存100选1，我选100。,129,9.5659017260866
Train to Busan,釜山行,2016-08-31,5, 我本来还挺怕的，但是看见孔侑的大长腿简直一秒跳戏prprprprpr 腿简直到我胸啊prprprprpr 我要回去把孔侑以前的电影都看个遍！！,128,-14.295684233474804
Train to Busan,釜山行,2016-09-19,4, 比僵尸更恐怖的是，我国电影跟韩国电影的差距,120,-0.7508945713893005
Train to Busan,釜山行,2016-09-14,5, 一个小小的建议：你可以晚上看吃饭时看，请不要乘高铁时看，会怀疑人生的。,144,-0.3682758262568502
Train to Busan,釜山行,2016-09-12,3, 我的内心毫无波动，甚至还想笑。,114,-1.6372012255192996
Train to Busan,釜山行,2016-08-30,5, 前4/5和基友疯狂吐槽 后面哭成狗 艾玛。。圣母的光环照耀大地；孕妇和小孩拿着丧尸电影的免死金牌；韩国人反射弧好长 发呆5分钟才跑；小女孩太丑了实在太丑了又黑又丑,118,-0.37045512018127846
Train to Busan,釜山行,2016-09-12,2, 什么鬼,85,-2.6548488393699996
Train to Busan,釜山行,2016-09-11,3, 丧尸牙口好，狂啃两小时。灾难现人性，韩式日常黑。,89,-0.2560068039069998
Train to Busan,釜山行,2016-08-20,4, 年度十佳候选，韩国人第一次拍丧尸就直接拔高到了绝对的亚洲第一水准。尽管毛病还是很多，剧情略俗，但韩国人对于欧美先进事物的学习吸收能力不得不说一向一流。,101,9.8664296329936
Train to Busan,釜山行,2016-09-15,5, 韩国姜武牛逼,89,-0.3875589451499999
Train to Busan,釜山行,2016-09-14,2, 【B-】人性寓言一如既往的简单直白化，韩国类型片里的人，都是“过滤”过的人，英国的惊变28天比你们不知高到哪去了！这部电影存在的最大意义也就是被好事之徒作为“甩出中国电影XX条街”的靶子而已。（为什么你们一定要打开车门不能从火车底下钻过去呢？）,87,13.165541710504593
Train to Busan,釜山行,2016-09-12,4, 通俗，只是不高级，不过仍然敬重第一个吃螃蟹的人。,86,3.1133367317559997
Train to Busan,釜山行,2016-09-16,4, 不知道以我爸的智商和敏捷度，能不能撑到最后那截小火车。。,98,-0.8492639885114197
Train to Busan,釜山行,2016-09-12,4, 今晚可以说不看不是人了，赶紧看了一下,94,-1.0489128932207
Train to Busan,釜山行,2016-09-12,5, 今年截止8月最致郁的电影。比贪婪可怕的是病毒，比病毒致命的是政治，比政治更黑暗的是人性。五星推荐。,98,-1.1478669807255006
Train to Busan,釜山行,2016-09-13,5, 看了部好电影的感觉真是回味无穷，不爱电影的人简直无法理解不能沟通！——豆瓣九年，感谢依然有它提醒我保持初心。依旧没有爱人却也依旧爱电影，也没啥不好。,76,8.956093464450902
Train to Busan,釜山行,2016-05-14,3, 3.8 套路加套路也挺好 避免不了主题运用的小家子气以及结尾韩式抒情 第一次银幕看丧尸片都是套路还是被感动了摔！父女 夫妻 青春 老年 尽职的司机 和自私的人类 灾难片人性对比最后小情节出乎意料 可爱的人都死了。缺点也很明显整个片子编剧尽在掌握 有些硬但过得去 韩国电影越来越好,78,14.514461398306777
Train to Busan,釜山行,2016-09-14,5, 发现我的哭点很奇怪，开始为胖大叔哭，再被丧尸吓哭，绝望哭，为瘦大叔哭，再被狙击手吓哭，为小女孩的歌哭一直哭到喉咙充血脑子不会动像只丧尸，缓了好久才来写影评。上次哭成这样还是忠犬八公。感恩导演没有为噱头击杀她们，不然我会哭死的。以后我嫁老公就一个标准，好人，能打架，带我逃。,86,-30.145934877134405
Train to Busan,釜山行,2016-09-12,2, 韩国电影好不容易从新世纪以来一步一步爬到了亚洲电影的头把交椅，让69届康城影展三杰算是给折腾回去了,58,4.4263292174402995
Train to Busan,釜山行,2016-09-14,2, 迷之难看。,52,0.0960989282567
Train to Busan,釜山行,2016-09-12,3, 导演做出一副探讨人性的样子，只是想用狗血套路引几滴观众的眼泪出来。,50,-4.434315881967301
Train to Busan,釜山行,2016-08-08,4, 陪韓國朋友二刷我是首次看。比起想像，一點都不可怕！也確實沒《哭聲》可怕。馬東錫大叔太有型看完轉粉！！！比起殭屍類型，更關心的是其中對政府和人性的批判。比起被感染的人，那個寬臉大boss才是最可怕好嘛！化裝、視效讚！with 건오 CGV홍대입구 0808,42,11.346276657661699
Train to Busan,釜山行,2016-09-12,2, 一个影像实例：人性如何被“干炸”出来。,42,2.5713797469077
Train to Busan,釜山行,2016-08-14,5, 人性的善与恶在灾难面前都会特别放大，悲悯又不失真诚。韩国电影处理感情之细腻，平凡世界小人物的爱恨都值得让人细嚼慢咽。看完让人感动又感怀，善不一定就有善报，但如果可以选择，心怀善意的死去也比带着恶而苟且的活着更有意义。,76,6.9450189381118
Train to Busan,釜山行,2016-09-01,4, 开场的僵尸鹿就惊艳了，汉江怪物之后，又一力作，全程无尿点，成堆僵尸扑街的造型不错。感情戏演得恰到其份。中国恐怖片至今没拍到这个水平，哪怕只是节奏对，剧情无漏洞，配乐不出戏，对白不要白痴，都没做到过。,54,-3.4045268986147006
Train to Busan,釜山行,2016-09-16,5, 没看过任何丧尸片的我给了5星好评。虽然是典型的商业片套路，也有主角与丧尸搏斗时愣神的槽点，但感觉从故事完整度、细节刻画、人物设定、情节推进、人性深度、煽情等方面都非常棒。作为孕妇的我还因为代入感太强，大晚上看完失眠了几个小时。恐怖片看得少又敏感的童鞋还是建议在他人的陪伴下观影。,60,7.412111831285321
Train to Busan,釜山行,2016-09-14,2, 勉强两分，跟《雪国列车》一样，全片基本发生在火车上，这段火车里躲僵尸（行动速度都很快）的冒险片还羼杂了一个批自私的动机呵呵，上车前女儿批老爹自私才导致离婚，上车后某老爷们儿的自私又造成别人的完蛋，片里的自私其实指的是私有制和婚姻这类人际关系的失衡。方方面面挺幼稚的，没啥意思,41,-8.9864595974481
Train to Busan,釜山行,2016-08-29,4, 不要因為像爛片一樣的名字而錯過這部電影。作為一個非喪屍片愛好者，很幸運因為腸胃炎沒吃東西就進電影院⋯恐怖氣氛一流，煽情力度一流，男主角從自私自利到無私奉獻的成長，人性的善惡對比等等。故事已經很完整，收尾還來了個小反轉：如果小女孩沒有唱歌，那最後的結局又如何呢？人性就在一線之差,50,-2.2363154273578987
Train to Busan,釜山行,2016-09-14,3, 我老公说我变丧尸了就让我咬他。然而，当棒球妹变丧尸了，他还骂棒球男傻逼还不跑ˊ_>ˋ,78,-5.733184302679041
Train to Busan,釜山行,2016-05-15,2, 不得不说这片子在剧情上是无脑的，丧尸动作惊悚部分还算较为成功的。剧情简单粗暴，没有深刻内涵，就也别企及太多。也不能要求每一部惊悚丧尸片子都拍出讨论人生哲理的感觉。不过有些地方的韩式幽默确实有些令人无语，晚上神经大条活活把这片子看成了喜剧片。。旁边的德国同事从头硬到尾真是尴尬死我了,43,-8.494605843384381
Train to Busan,釜山行,2016-09-13,3, 明年外星人应该会入侵韩国了,39,0.43933053146799994
Train to Busan,釜山行,2016-09-13,5, 作为一个资深丧尸爱好者，负责任地说这部超级！无敌！棒！！！非常值得看！,55,8.976565298347696
Train to Busan,釜山行,2016-09-13,5, 最后那一枪，我还以为要开呢，想到《活埋》。,55,-2.03283580325852
Train to Busan,釜山行,2016-09-16,2, 三流丧尸片，一点不好看。,41,0.37530129245700006
Train to Busan,釜山行,2016-09-15,2, 就这样的陈腔滥调，豆瓣居然也能打出8+的分？和僵尸世界大战的场面能比吗？和Waking dead 里面的套路能一概而论吗？即使《雪国列车》这样较中庸的作品，至少还能伪一层普世的世界观。但这部的人性善恶二元划分，太让人无语，脸谱感得毫没道理。 耐性子看完整部还不及《行尸》十分钟。,38,-0.8528592347630004
Train to Busan,釜山行,2016-09-11,4, 高铁公路片，咬人止不住。明知山有腐，偏向釜山行。精英多作怪，大义小民补。韩影多煽情，终归制作足。国产类型片，何日见出路。,52,7.044754979079159
Train to Busan,釜山行,2016-09-12,4, 3.75分吧。框架之内，无火花，无过失。结尾为了煽情而不顾逻辑，扣分。且不说已见了无数僵尸的军队，是否连僵尸式走路姿势都分不出来。喊一嗓子“你们是僵尸还是正常人啊”有这么难？,44,-15.694874019778299
Train to Busan,釜山行,2016-09-11,4, 群演比老美丧尸的战斗力直接提升N个水平，且在没有一枪爆头的设置下加进了手撕丧尸的技能。（每一个灾难片都得有一个让观众恨得咬牙切齿的角色一直活到电影的四分之三进度条）,41,-0.2748341699469503
Train to Busan,釜山行,2016-09-11,3, 《卡桑德拉大桥》的里，《僵尸世界大战》的表，对于丧尸的特点及弱点，拥有合理的编排；几对人物关系间的前后反差与连锁反应，提供了情感的力量，将它们与“吃”人社会做对比，比如何抗丧尸更具看点。,37,21.548772108796463
Train to Busan,釜山行,2016-09-12,3, 真的好烦咋咋呼呼的小屁孩,51,-2.8710106262313
Train to Busan,釜山行,2016-09-11,5, 孕妇才是终极大Boss，跑全场跳火车打鸡血活到老。,40,1.4603093311841202
Train to Busan,釜山行,2016-08-21,2, 開頭有場父女戲，是老爸買禮物＞忘記買過＞畫面上放著多個重複的禮物，禮物數就是父多年對女缺乏關注的次數，親情透過視覺具現被量化了。橋段看似簡單，卻是那些只懂以吼叫與沉默兩道法子的文藝導編難為；若說韓國能給臺灣同行點破甚麼，編劇法必是其中之一。殭屍戲倒是挺無聊，還是回去把動畫版拍完吧,50,9.403081874503297
Train to Busan,釜山行,2016-09-12,5, 孔刘演的真好！！,38,4.7796956243035
Train to Busan,釜山行,2016-09-11,5, 非常面面俱到的主流僵尸商业片，逃脱方式上能利用僵尸的特性和弱点，狭小空间带给观众足够的紧张感和压迫感，角色鲜明塑造到位而对于人性的展现虽然点到为止但是五脏俱全，除了入戏有点慢我是没看到这其他的缺点。,19,13.936991335292703
Train to Busan,釜山行,2016-09-17,2, 韩国人一本正经的讲僵尸故事会导致通篇都是笑点,30,-0.14762486776929973
Train to Busan,釜山行,2016-09-17,4, 感人归感人，可是能不能遵守一下丧尸基本法，不要跑起来？,36,-4.104758171129399
Train to Busan,釜山行,2016-07-23,4, 虽然有些情节交代的马马虎虎，不过被丧尸追逐什么的很精彩刺激，还有笑点，泪点。最喜欢最后车厢里的对立，彰显了人性的善与恶。那个人模狗样的大叔，分分钟想砍死他八百次！！！题外话：我不反对偶像演戏，可是演技尴尬请先接一些尴尬的片不好么，在一部好电影里只有你分外出戏啊~~~,82,3.2402773387116817
Train to Busan,釜山行,2016-09-19,3, 还行，但并没有觉得多好看，可能是讨厌其中的温情和煽情吧。,26,0.04513268510957988
