Movie_Name_EN,Movie_Name_CN,Date,Star,Comment,Like,Sentiment_Score
Transformers Age of Extinction,变形金刚4,2014-06-27,3, 真。的。太。TM。长。了。哟。,1069,-0.09935566643275015
Transformers Age of Extinction,变形金刚4,2014-06-30,2, 不看这片总觉得少点什么，看了之后却发现实在是没有什么。大概很多人都以这种心情前赴后继吧。,794,-6.0653009410481005
Transformers Age of Extinction,变形金刚4,2014-06-29,1, 太！难！看！了！又！臭！又！长！卖拷贝这个直男癌晚期到底多恨变形金刚才能把它毁成这样，头一次发现，催肾上腺素的动作片也能无法给人带来任何快感，只有无止境的生理不适。变形金刚成了彻底的神经病，没完没了的撕逼，像一场对金钱和特效丧心病狂的家暴。中国元素没必要说，傻逼火上浇油。,499,-26.02216012391585
Transformers Age of Extinction,变形金刚4,2014-06-23,4, 收破烂儿的和破烂儿的逆袭。,510,1.6974252724344
Transformers Age of Extinction,变形金刚4,2014-06-09,5, 感觉比123部加起来都屌。。。,557,-1.0791383332314002
Transformers Age of Extinction,变形金刚4,2014-06-26,1, 导演你何不直接让李冰冰穿着VS情趣内衣坐在盘龙大观楼顶喝舒化奶呢？,420,1.9059832994038999
Transformers Age of Extinction,变形金刚4,2014-06-27,2, 首映场。卖拷贝终于拍到让我看见视觉效果就吐的地步了。,375,-3.0849299194851
Transformers Age of Extinction,变形金刚4,2014-06-27,2, 麦拷贝终于把这个系列做成了一砣屎，还是又臭又长、废话和特效齐飞的屎。拍到中国后只剩两样东西了：一是雾霾，二是广告。,364,3.9957241277387014
Transformers Age of Extinction,变形金刚4,2014-06-24,3, 卖拷贝老师已经自创了一种槽点密集式魔幻动作喜剧流派。,228,3.2556659860607
Transformers Age of Extinction,变形金刚4,2014-06-27,2, 迈克尔·贝不入流的片子基本是臭贫戏加动作戏的组合里前者的分量过多，本片的臭贫部分主题是男主角对闺女的保守主义管理方式，而且臭贫的没什么意思，笑点基本全在一个个中文硬广的时刻，广告做成这样也太没技术了，虽然这片子不沾艺术的边儿，但作为一个产品，也需要广告商的尊重啊，不是有钱就牛逼。,193,13.22530285359051
Transformers Age of Extinction,变形金刚4,2014-06-27,4, 憋着一泡尿，还是看完了！无尿点，但槽点蛮多。一直在找冰冰在哪里，后半段她终于出现了！整体结构和逻辑有点混乱，变形和打斗依旧精彩，3D弱，威震天涅槃重生，谁该为这场错误买单？我看着这系列一步步走来，代表的是我大学生活的印记！当影厅零点场坐满影迷，等片子结尾，我毕业了，变5快点到来吧,232,8.977137478264682
Transformers Age of Extinction,变形金刚4,2014-06-27,2, “中央政府一定会全力支持香港的”雷翻全场……然后听到巫刚又说“战斗机起飞了”一阵兴奋，以为要按着前几集路子来换我军力量上阵，真的从美帝主旋律变党国文宣了。又喝舒化奶不吃周黑鸭差评！感觉收党国的钱活做得糙了啊，剧情完全乱来嘛。不过鉴于我又睡过了前一个小时，加一星……,195,-12.580882207715996
Transformers Age of Extinction,变形金刚4,2014-06-16,3, 汽车人团队为了取悦天朝狂刮中国风！,186,2.7859291507949
Transformers Age of Extinction,变形金刚4,2014-06-27,3, 请不要再广告中插播变形金刚！！！！这种为影院而生的电影，关键就在能否让观众过瘾。完全秉承麦拷贝式的炸炸炸。大量的仰拍、过火的配乐，美国战有复联的影子，香港站机器恐龙践踏战场比较热血，BOSS依然死得无趣无味，还好不是美军打赢的。李冰冰戏份虽多，但其实角色非常鸡肋。,157,12.035987700476602
Transformers Age of Extinction,变形金刚4,2014-06-27,4, 还是那套模式，总之，high到下巴掉，吵到耳朵聋，炫到喷眼泪，不看imax版简直不叫看，场面是近年所有爆米花电影大集合，变形金刚版复仇者联盟。。梦龙的主题曲好听到哭，最不能忍受的是各种广告的植入，尤其是伊利舒化奶。。,137,-8.02963658583598
Transformers Age of Extinction,变形金刚4,2014-06-27,3, 老师问大雄：迈克尔·贝拍了一部变形金刚，然后又拍了一部，最后说再拍一部就不拍了，请问一共会有几部变形金刚？大雄：至少十部。老师：你压根不懂数学。大雄：你压根不懂迈克尔·贝。,122,8.12864144564438
Transformers Age of Extinction,变形金刚4,2014-06-25,2, 钢锁不说单口相声那还算是钢锁吗？赏金猎手“禁闭”是本片唯一的亮点,94,3.7453054102338
Transformers Age of Extinction,变形金刚4,2014-06-28,2, 这种螺丝打螺母的机器人色情片拍到第四部了居然还能继续这么差，卖拷贝真是令人无语了……（四部电影我依次从5星给到2星，如果这个系列还有5的话，估计就该给1星了）,74,-4.691936705685397
