Movie_Name_EN,Movie_Name_CN,Date,Star,Comment,Like,Sentiment_Score
Zootopia,疯狂动物城,2016-03-02,4, 树懒太他妈好笑了！！那两分钟我嗓子都哑了！！卧槽！！真是太他妈好笑了！！,5280,-4.953703987024802
Zootopia,疯狂动物城,2016-03-01,5, 看过了这一部，我好像能够更坚定地说我会当迪士尼一辈子的粉丝。迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。,3079,19.14072914407
Zootopia,疯狂动物城,2016-02-26,5, 无论是人设，世界观，动画制作，还是剧本，都挑不出毛病来啊啊啊！！细节多到爆！！好幸福！！！！>w< 最难能可贵的是配角们的人物性格和形象设置都非常饱满（教父梗好惊喜>< ） 虽然是动画，但是剧本还是隐射很多人类社会的种族问题，以及政治两党上位之争的问题。另外我狐Nick的眼神是在太苏了TwT...,2810,29.64024763842231
Zootopia,疯狂动物城,2016-02-26,5, 完爆冰雪超能头脑，动物再次证明了动画片不止是给小朋友看的，而是全年龄段和世界级的，尖端数码特技、新意剧情、老梗新用搭配萌Q画风，乌托励志、搞笑温情、自然销魂、阴谋反转，用动物来映射人类，涉及种族歧视和两党斗争，无论从制作技术还是政治倾向或是社会意义来说，基本锁定今年奥斯卡最佳动画,2538,32.34880940772371
Zootopia,疯狂动物城,2016-03-04,4, 不仅是个小孩子玩玩闹闹的喜剧动画，成年人同样可以很享受这个故事。一个动物的乌托邦，理想与现实。有一个有趣的案件，又有很多关于人类世界的暗喻与指涉，还有教父或毒师这样的小梗。以及狐狸和兔子都那么可爱，那么搭。,2510,22.004360420961007
Zootopia,疯狂动物城,2016-03-02,4, 故事流程对小盆友来说不艰深对大盆友也不无聊。树懒那段，跟法国公务员打过交道的都会心一笑。兔子的微表情做得很棒。然而对所有的群体标签统一嘲讽的结果就是下意识也贴了标签（比如狐狸必然聪明却捞偏门，兔子一定是繁殖癌，猛兽全是雄性，etc）。最后，可惜世界不是一部迪斯尼出品的动画片。,2355,8.48491220069634
Zootopia,疯狂动物城,2016-03-07,4, 港真，面对人家动画片里连一把椅子扶手上的铝合金划痕都做得活灵活现的态度，咱们就默默低头学就好，不要一天到晚吹“国产视效大片”这个概念了，略尴尬,2151,-4.2210282706752
Zootopia,疯狂动物城,2016-03-04,4," 对比Frozen又是一次进步，但迪士尼家的反转还是太好猜，在最明显的线索被披露前真反派其实就已让人隐隐有种感觉。但抛去这点不看整部电影的主题和执行都堪称模范，还顺带早早地贡献出了今年最佳CP。""You know you love me.""(整个人在椅子上被苏晕",2082,23.071981655601093
Zootopia,疯狂动物城,2016-02-23,5, 做冰棍那机智的不像话！！！全片最爱！！！想吃！！！,1676,3.231924001004799
Zootopia,疯狂动物城,2016-02-28,5, 哎呀呀~这些年来个人心目中的最佳动画竟然不是皮克斯出品。,1504,7.66882353981
