Movie_Name_EN,Movie_Name_CN,Date,Star,Comment,Like,Sentiment_Score
Soulmate,七月与安生,2016-09-14,4, 在大陆青春片里看到七月与安生，就如同在屎堆里掏出了一块银子，对，还不是金子，但是终于不再是夏有乔木，不再是微微一笑，不再是原来你还在这里，不再是左耳，不再是……更不再是tnnd同桌的你,5488,-4.090962334060698
Soulmate,七月与安生,2016-09-08,3, 曾经分不清，谁砸了消防铃、谁喝了雪梨汤，年少让我们不分彼此；后来分太清，谁挂了玉观音、谁写了问候信，爱情让我们分崩离析；终于你和我再无分别，谁生的小姑娘古灵精怪，谁写的故事叫人唏嘘，双生花开在二七，我们对镜映照出了彼此。爱情能否谦让能否分享，爱一个人能否胜过自己，我们还是分不清。,5345,10.038926116369401
Soulmate,七月与安生,2016-09-11,4, 拍得真好，各种人生的细微、琐碎、随机和注定积攒成一种力量。导演没有放肆情绪的浓烈，反而中和出一种很日常的动人感。周冬雨交出了人生最惊艳的一次表演，再次证明了张艺谋是全中国最好的选角导演。必然年度华语十佳。,3503,24.0949629739121
Soulmate,七月与安生,2016-09-14,4, 最后半小时提一星，把矫情单薄还乱狗血的那几页屎一样的原著改成人生观价值观世界观对称美双生花，真是鬼知道经历了什么。内地院线难得一见的诚意、通透且生动的女性电影，细致地捕捉到不同性格不同青春女生间的震动效应，生命连接的差异、交叠与轮转。虽MV过多也有俗套，但对情绪氛围的掌控非常满意。,2817,20.57523347061718
Soulmate,七月与安生,2016-09-10,1, 一个抽烟喝酒纹身说脏话的白莲花明撩暗送地抢你男友，你把渣男抢回来再甩了他后发现自己怀孕了，最后白莲花养着你的孩子和渣男结婚，而你死于难产。万万没想到，白莲花还是你最好的闺蜜啊！——一部关于#论避孕套的重要性#的电影。观众哭得脱下袜子擦泪，光脚穿球鞋回家时看到闺蜜戴了块缺角的旧玉佩。,2204,-2.025153030775118
Soulmate,七月与安生,2016-09-13,3, 对周冬雨的演技称赞其实和在合伙人里对教主的刮目相看异曲同工，都是遇到了多少适合自己本性释放的角色，摆脱掉了皮相的限制，换个导演立马打回原形。相比之下马思纯角色内敛克制，表演难度更大，碰到名导调教一下，就是下一个舒淇。,2311,3.136859020924003
Soulmate,七月与安生,2016-09-12,3, 从问候家明开始，变得有趣了。比较有趣意外的是把作者身份也写到电影里，反转再反转还挺好看。性格与身份角色的互换，真是一出人生最好戏。当七月与安生在一起，再怎么亲密腻味你都不好察觉这份情谊的特殊与可贵。只有七月与安生被拆散，被时空阻隔，你才会发现电影要做的是逾越中国内地青春片这一类型,2064,20.788157608722987
Soulmate,七月与安生,2016-09-14,3, 道理我都懂，然而就是喜欢不来。,1211,2.17733922326146
Soulmate,七月与安生,2016-09-11,4, 1、好看而不俗套，走心而不尴尬，如果算作青春爱情题材，应该是近些年最好的一部；2、不敢想象周冬雨会有这样惊艳的表演，就像不敢想象曾志伟老师的儿子会把两个妞的墨迹事拍得如此到位；3、恭喜李媛和许伊萌同学，你们一直以来对写故事这件事的态度，得到了回馈；4、推荐去看，希望好片能赚钱。,1612,18.225813996479427
Soulmate,七月与安生,2016-08-30,4, “如果踩住一个人的影子，就一辈子离不开” 前半部分的青春戏好过后半部分的苦情戏，音乐略满但细节情绪做得足。国产青春片最怕不痛不痒、无病呻吟，这一部算是惊喜。周冬雨的劲儿到位了，可能是最好的一次表演。马思纯高圆圆附体、李程彬低配版任泉+彭于晏化身⋯⋯三角最稳定，除了三个人。,1618,17.9944302342075
