Movie_Name_EN,Movie_Name_CN,Date,Star,Comment,Like,Sentiment_Score
Forever Young,栀子花开,2015-06-30,1, 李易峰没有任何演技，他这样的演员在大陆红成这样，足以见现在市场的畸形程度，中国电影和电视是被观众亲手毁掉的，而不是广电，中国电影和电视是被观众亲手毁掉的，而不是广电，中国电影和电视是被观众亲手毁掉的，而不是广电。,4129,9.4489741967463
Forever Young,栀子花开,2015-07-09,1, 青春片就算不堕胎不分手不撕逼也可以是大烂片。,3803,-2.2976412666183004
Forever Young,栀子花开,2015-07-09,1, 一部青春片赚钱后，都在跟风。虽然有一些市场，投资也少，能骗到大部分观众。但是，电影是有信仰的，不是拿来单一赚钱和洗钱的。何老师也来凑热闹，显然找到了赚钱的点子，但电影行业不能被你们这样的赚快钱，而变了味道。本片从导演到演员一股业余地摊味，还不是专业地摊，哈哈。,3490,12.093134429223602
Forever Young,栀子花开,2015-07-09,1, 李易峰好丑，特写简直不能看 烂剧/片王  阿猫阿狗都能拍电影了 群魔乱舞的时代 我阻止不了脑残进去看电影院 只能负责任的打一星喽 ,3207,-1.5007798535172991
Forever Young,栀子花开,2015-07-09,1," 何炅谢娜是娱乐圈情商一高一低的典型代表.谢娜的自信仅体现在拿自己村姑当女神,何炅却已进阶到主持人当导演.社会危害性孰轻孰重,一目了然.李易峰的三白眼和渣演技怎么看怎么恶心,脑残粉装路人安利得再卖力,都像在劝我这坨巧克力味的屎有多好吃.浮躁的圈钱时代,轮到新华字典拍成电影,也轮不到你栀子花开",2442,4.225014346707578
Forever Young,栀子花开,2015-07-05,1," 比小时代1,2,3都差，小时代最起码一幕幕还有点高潮，这片子整部淡的跟白开水似的，唯一的高潮点大概是女主三个朋友跟女主撕完逼就出车祸全死了，让我们全场瞠目结舌……女主就前半段还有点戏，后面简直就是掉线状态，这个片子就是男主一个人的狂欢party。演员们演技都很差，只有更差，没有最差……",2228,3.3696455158998
Forever Young,栀子花开,2015-07-09,1, 看这一颗星，像不像栀子花【送给敬爱的何老师,2076,6.164176298242
Forever Young,栀子花开,2015-07-06,1, 用粤普来描述这部电影会相对准确些：基挤花开。,1917,3.2226878121377
Forever Young,栀子花开,2015-07-10,1, 术业有专攻，感觉就5分钟的剧情含量，能拍这么久，也挺难得。,1765,1.0978223071023
Forever Young,栀子花开,2015-07-09,1, 何老师又哭了！韩国同行说何老师的电影票房如果不能突破1万亿就让何老师滚出娱乐圈！所以我们一定要把票房刷起来，打烂棒子的脸！,1656,0.1341006037344
Forever Young,栀子花开,2015-07-07,1, 1.2/首映礼，本片除了消费李易峰和何炅之外没有任何新意。剧作两男一女争夺李易峰和消费男色的设定直接把片子沦为粉丝电影。必须说一下李易峰的部分粉丝真是非常没有素质，这可是点映，这厅排除掉我制止了的，至少还有五六人用手机/DV把全片都录下来了，片方要有心理准备哇。栀子花和蔷薇之间的秘密！,1343,14.086175903996805
